strikePrice,dte,putCall,bid,ask
855.0,596,PUT,68.47999999999999,73.08
860.0,596,PUT,71.52000000000001,74.66
865.0,596,PUT,71.66,76.26
870.0,596,PUT,73.28,77.88
875.0,596,PUT,74.96000000000001,79.56
880.0,596,PUT,76.64,81.24
885.0,596,PUT,78.38,82.97999999999999
890.0,596,PUT,80.14,84.74
895.0,596,PUT,81.94,86.53999999999999
900.0,596,PUT,84.2,88.38
905.0,596,PUT,85.66,90.26
910.0,596,PUT,88.16,92.17999999999999
915.0,596,PUT,89.52000000000001,94.12
920.0,596,PUT,91.52000000000001,96.12
925.0,596,PUT,93.53999999999999,98.14
930.0,596,PUT,95.62,100.22
935.0,596,PUT,97.74,102.34
940.0,596,PUT,99.9,104.5
945.0,596,PUT,102.1,106.7
950.0,596,PUT,104.35999999999999,108.96
955.0,596,PUT,106.66,111.25999999999999
960.0,596,PUT,109.0,113.6
965.0,596,PUT,111.3,116.1
970.0,596,PUT,113.74000000000001,118.54
975.0,596,PUT,116.25999999999999,121.05999999999999
980.0,596,PUT,118.82000000000001,123.62
990.0,596,PUT,124.12,128.92000000000002
1000.0,596,PUT,129.64000000000001,134.44
1010.0,596,PUT,135.42000000000002,140.22
1020.0,596,PUT,141.45999999999998,146.26
1040.0,596,PUT,154.32,159.12
1060.0,596,PUT,168.18,172.98
1080.0,596,PUT,183.02,187.82
1100.0,596,PUT,198.74,203.54000000000002
1120.0,596,PUT,215.24,220.04000000000002
1140.0,596,PUT,232.4,237.2
1160.0,596,PUT,250.1,254.9
1180.0,596,PUT,268.24,273.04
1200.0,596,PUT,286.7,291.5
1240.0,596,PUT,324.36,329.15999999999997
1280.0,596,PUT,362.65999999999997,367.46
1320.0,596,PUT,401.36,406.15999999999997
1360.0,596,PUT,440.3,445.1
1400.0,596,PUT,479.4,484.2
1440.0,596,PUT,518.62,523.42
1480.0,596,PUT,557.9,562.7
120.0,778,PUT,0.33999999999999997,0.45
160.0,778,PUT,0.31,1.16
180.0,778,PUT,0.6799999999999999,1.3
200.0,778,PUT,1.16,1.56
220.0,778,PUT,1.28,1.8800000000000001
240.0,778,PUT,1.64,2.2800000000000002
260.0,778,PUT,2.06,2.7399999999999998
280.0,778,PUT,2.56,3.2600000000000002
300.0,778,PUT,3.5,3.84
320.0,778,PUT,3.78,4.5200000000000005
340.0,778,PUT,4.6,5.24
350.0,778,PUT,4.9,5.68
360.0,778,PUT,5.32,6.1
370.0,778,PUT,5.9399999999999995,6.540000000000001
380.0,778,PUT,6.4,7.0
390.0,778,PUT,6.9,7.5200000000000005
400.0,778,PUT,7.4,8.040000000000001
410.0,778,PUT,7.959999999999999,8.66
420.0,778,PUT,8.540000000000001,9.26
430.0,778,PUT,9.16,9.879999999999999
440.0,778,PUT,9.8,10.58
450.0,778,PUT,10.48,11.28
460.0,778,PUT,11.2,12.02
470.0,778,PUT,11.940000000000001,12.74
480.0,778,PUT,12.76,13.540000000000001
490.0,778,PUT,13.6,14.38
500.0,778,PUT,14.419999999999998,15.680000000000001
510.0,778,PUT,15.3,16.6
520.0,778,PUT,16.240000000000002,17.580000000000002
525.0,778,PUT,16.72,18.080000000000002
530.0,778,PUT,17.22,18.580000000000002
535.0,778,PUT,17.72,19.1
540.0,778,PUT,18.22,19.6
545.0,778,PUT,18.759999999999998,20.16
550.0,778,PUT,19.3,20.72
555.0,778,PUT,19.86,21.3
560.0,778,PUT,20.419999999999998,21.880000000000003
565.0,778,PUT,21.0,22.48
570.0,778,PUT,21.6,23.080000000000002
575.0,778,PUT,22.2,23.72
580.0,778,PUT,22.84,24.34
585.0,778,PUT,23.46,25.0
590.0,778,PUT,24.119999999999997,25.660000000000004
595.0,778,PUT,24.740000000000002,26.3
600.0,778,PUT,25.44,27.02
605.0,778,PUT,26.1,27.7
610.0,778,PUT,26.82,28.439999999999998
615.0,778,PUT,27.560000000000002,29.2
620.0,778,PUT,28.3,29.939999999999998
625.0,778,PUT,29.060000000000002,30.7
630.0,778,PUT,29.839999999999996,31.52
635.0,778,PUT,30.6,32.28
640.0,778,PUT,31.4,33.08
645.0,778,PUT,32.22,33.92
650.0,778,PUT,33.06,34.78
655.0,778,PUT,33.88,35.62
660.0,778,PUT,34.760000000000005,36.5
665.0,778,PUT,35.62,37.38
670.0,778,PUT,36.5,38.28
675.0,778,PUT,37.42,39.2
680.0,778,PUT,38.36,40.160000000000004
685.0,778,PUT,39.32,41.12
690.0,778,PUT,40.28,42.1
695.0,778,PUT,41.239999999999995,43.06
700.0,778,PUT,42.239999999999995,44.06
705.0,778,PUT,43.239999999999995,45.08
710.0,778,PUT,44.239999999999995,46.1
715.0,778,PUT,45.239999999999995,47.12
720.0,778,PUT,46.3,48.18
725.0,778,PUT,47.38,49.3
730.0,778,PUT,48.480000000000004,50.38
735.0,778,PUT,49.64,51.52
740.0,778,PUT,50.739999999999995,52.64
745.0,778,PUT,51.92,53.82000000000001
750.0,778,PUT,53.14,55.04
755.0,778,PUT,54.32000000000001,56.239999999999995
760.0,778,PUT,55.48,57.4
765.0,778,PUT,56.720000000000006,58.64
770.0,778,PUT,58.0,59.94
775.0,778,PUT,59.239999999999995,61.17999999999999
780.0,778,PUT,60.58,62.52
785.0,778,PUT,61.86,63.8
790.0,778,PUT,63.239999999999995,65.17999999999999
795.0,778,PUT,64.56,66.5
800.0,778,PUT,65.96000000000001,67.88
805.0,778,PUT,67.36,69.34
810.0,778,PUT,68.86,70.8
815.0,778,PUT,70.32000000000001,72.26
820.0,778,PUT,70.4,75.0
825.0,778,PUT,71.9,76.5
830.0,778,PUT,73.42,78.02000000000001
835.0,778,PUT,74.97999999999999,79.58
840.0,778,PUT,76.53999999999999,81.14
845.0,778,PUT,78.14,82.74
850.0,778,PUT,79.76,84.36
855.0,778,PUT,81.42,86.02000000000001
860.0,778,PUT,83.1,87.7
865.0,778,PUT,84.8,89.4
870.0,778,PUT,86.53999999999999,91.14
875.0,778,PUT,88.3,92.9
880.0,778,PUT,90.08,94.67999999999999
885.0,778,PUT,91.9,96.5
890.0,778,PUT,93.76,98.36
895.0,778,PUT,95.64,100.24
900.0,778,PUT,97.56,102.16
905.0,778,PUT,99.5,104.1
910.0,778,PUT,101.47999999999999,106.08
915.0,778,PUT,103.5,108.1
920.0,778,PUT,105.54,110.14000000000001
925.0,778,PUT,107.62,112.22
930.0,778,PUT,109.74000000000001,114.34
935.0,778,PUT,111.88,116.47999999999999
940.0,778,PUT,114.08,118.67999999999999
945.0,778,PUT,116.3,120.9
950.0,778,PUT,118.55999999999999,123.16
955.0,778,PUT,120.84,125.44000000000001
960.0,778,PUT,123.17999999999999,127.78
965.0,778,PUT,125.55999999999999,130.16
970.0,778,PUT,127.97999999999999,132.57999999999998
975.0,778,PUT,130.44,135.04000000000002
980.0,778,PUT,132.84,137.64000000000001
985.0,778,PUT,135.38,140.18
990.0,778,PUT,137.95999999999998,142.76
995.0,778,PUT,140.6,145.4
1000.0,778,PUT,143.28,148.07999999999998
1010.0,778,PUT,148.8,153.6
1020.0,778,PUT,154.5,159.3
1030.0,778,PUT,160.4,165.2
1040.0,778,PUT,166.52,171.32
1060.0,778,PUT,179.38,184.18
1080.0,778,PUT,193.07999999999998,197.88
1100.0,778,PUT,208.8,212.38000000000002
1120.0,778,PUT,222.82,227.61999999999998
1140.0,778,PUT,238.71999999999997,243.51999999999998
1160.0,778,PUT,255.24,260.04
1180.0,778,PUT,272.28000000000003,277.08000000000004
1200.0,778,PUT,289.78000000000003,294.58000000000004
1220.0,778,PUT,307.64,312.44
1240.0,778,PUT,325.8,330.6
1260.0,778,PUT,344.21999999999997,349.02
1280.0,778,PUT,362.84000000000003,367.64
1300.0,778,PUT,381.62,386.41999999999996
1320.0,778,PUT,400.52,405.32
1340.0,778,PUT,419.53999999999996,424.34
1360.0,778,PUT,438.64,443.43999999999994
1380.0,778,PUT,457.82,462.62
1400.0,778,PUT,477.06000000000006,481.86
1420.0,778,PUT,496.34,501.14
1440.0,778,PUT,515.6600000000001,520.46
1460.0,778,PUT,535.02,539.8199999999999
